A,B,C,E,F,G,H,J
-0.25876727937058774,-0.9099765772847568,0.10926238756121612,-0.03614876798318461,0.2100596001131801,-0.41478986462990164,-0.6955628529617973,-0.06217136335473865
0.7853113750540492,0.13302044473756677,-0.1033410565325874,-2.201490560154797,0.3985600756151507,1.3849095964018012,-0.7761409476909786,0.5036247070194128
-1.5505021929105043,-0.4941643136702977,0.17038466053912282,0.04661086113286266,-1.0437902703955977,-1.4797719835026002,0.5275805811730729,-2.1693725996741704
-0.12683995426814887,-1.371239670000645,0.23204026090973762,-0.46765974698138574,0.19360205890179896,-1.4396616525572454,-0.19145113168572425,-1.328610108954539
0.3192090323962071,-1.7361069952803978,-0.8736044659806588,-0.7501073683076165,-0.305325905452236,-0.07058165328674015,1.4611839505746325,-0.6768461817318799
0.4012747762811122,-0.39391712480936847,0.3866682265322113,-0.30265147827433747,-0.049927665074303615,2.3711747243010404,-1.1016660397669988,-0.0645684569600635
1.694288821210585,0.8777269059160452,1.174437368092629,-0.04026093118806592,-0.547806088133184,1.4425826146070702,1.5932797064241173,0.051365523140126906
-0.4708067338891233,1.0705956351980905,-0.5571622972635007,0.02832024086792787,0.024361968042597652,2.4549267819769365,-0.9366197161405257,-1.6989269181953204
1.1158972651404935,2.6481420582627644,-1.047747218960397,-2.205703132367074,1.411503966004255,-0.6032147238845563,1.5217308148530728,-1.1235242378293986
-1.0144232237559248,0.5007000974839986,-1.476919219789286,-0.8679484018983811,0.9032583331361064,0.3649291726940178,-2.605300354840694,-0.0034803276717203452
-0.2875862955641384,-0.0647714513273021,-0.9682919961595818,-0.010119175617403978,0.7603520694020413,-1.4706118183609183,0.4058534224173057,1.993323844225919
-1.1939570299566449,0.949831297568363,1.5374482299606038,2.360670914593928,-1.447027884915605,0.37587750511148393,1.0822628924081,0.579781738119046
1.1984490379153054,-0.0970691870218214,-0.6384650046253731,0.6547959905771872,-0.8331511780120641,-0.6804614741683858,0.5548013524250266,1.2289224102689593
-1.5345561568713544,-1.300017450401234,-0.4395972740360293,1.5672518107694138,0.1937164766427661,0.9266363042058594,0.8313463704535392,-1.2378184912220904
-0.7460817819905545,0.8836964436708382,-0.9378593484151183,0.42914366429610185,-0.81196021263927,-1.3043002666584964,0.680428538244188,0.05119258257686332
0.24444823117863224,-1.3556778198152826,-1.343855968900658,1.0115023824842488,0.8060942641222064,-2.046957829252571,-1.0674489301842027,-0.7675866982162067
-1.790075994707595,1.8423526161097197,0.1691701479905699,0.17957820053841572,-0.5239537554821352,0.1274859611008115,0.8193292732812455,-0.5280107772217526
1.399818608473678,2.5753566815074014,0.829782367602092,0.6537523968748096,1.5075528791841373,0.8081472420905629,1.0447908628240128,0.34890356062887723
0.6136214971881595,-0.5492903735835355,1.5212117822756062,-0.7994328454547099,1.5570695768337834,-0.24732896187271333,-1.0914278217637527,0.6277458038670818
0.18967005303858864,-2.683625495075069,0.09757144070494993,0.14104185509838327,-1.039559233421814,1.4116055247639157,1.3856080381959768,0.6900745643908271
-1.1832322711729069,-0.48494160209102305,1.466193757324938,1.5056853112237674,1.5438025992101128,1.2808992014982097,-1.466858192582872,-1.6356469904390756
0.7587355756641242,0.8063275452272121,0.0038143412468829518,1.3186163224306782,-1.011427467457564,-0.5823123946281841,1.6650794057273373,-0.9956104091318222
0.033887028022219434,-0.5518677436125745,0.980859342242464,-1.384068976941225,-0.2505419393372747,-0.19141796894035953,-0.5024121326747426,-2.152603155723154
-0.7111883244068312,-0.9693042024474674,1.2832548618689963,-1.2125081333433638,0.16500033939702477,1.597294205751342,1.962739290420661,-0.25523174188984754
-0.5985309403973387,0.6017346578126688,-0.0291283559320127,2.0144330093880427,0.33112307458379486,-1.278494883197781,-0.3859171600282501,1.4555254109473965
1.3346122412788652,0.3648350509914976,0.5359777610446366,-2.4921863148310623,0.339056701857236,0.91128303115315,-0.33840444596711594,0.8283517958101064
1.1255425462331057,-0.03226732326211611,0.9330956314555634,-0.572618020846628,1.1187387948540752,0.23529027049400397,0.942869865419834,0.849064608078775
-0.3166627236308477,-0.23780075971397244,-0.2358703832807644,-1.1234649458823078,0.14421973617396147,-0.7658859742829576,0.2320872879551909,0.16849868246814587
0.8448275856475375,-0.47258866577416075,1.2607214807426188,0.45340925355434847,0.842927647419821,0.7718645164390358,-1.3847683350325468,1.7731400047869637
0.45002345578310454,-0.3529024785129282,-0.9726986355272307,0.1640149423011691,-0.5024755309789243,-0.7531824057756191,0.8395714693230356,-2.237836622984999
0.7739347253817925,1.007616203880205,0.6115358497953595,-0.42066417381605287,0.8533026505520912,-0.7842324034101769,-2.6246529945050474,0.7293996494534463
0.28322033951582504,0.3968440448668843,0.33419229005020384,-1.4414073022588472,-0.3826248339031425,1.3768171941374614,0.28236731782183716,1.3256321185832245
2.3232200431148198,-2.0054093693009314,0.4438628763701018,2.2182679822414726,1.9664895512146277,0.41387597348975624,-2.5758924238370886,-0.8021734767756952
1.4489323032722197,0.6945066303736049,-0.9600986401837335,-1.9478677797045383,0.2711131596545033,-0.38658556830323265,0.2627096447695465,-0.07104936054528167
-0.8117902815143065,-0.8258000271741843,-0.5180173756121951,-0.18542490814636264,0.5786612402592917,-0.481854823416131,1.0650599524133648,-0.21012349137380046
0.9687158329047714,-0.331633829010835,-0.5272556428989631,-1.4277925437777914,0.23054458175328074,1.6746218905225185,0.32230385365467945,-0.4127426280319428
0.3674815383188692,-0.46548416989465485,-0.1246155502233219,1.3665759749870416,1.6837708442218065,2.61236553894877,-0.6068812073983264,1.2987949081490229
2.56174355902605,0.6229363073235397,-0.00510934714917279,-3.08895744123602,-1.6518176905162298,-1.3572924599802882,1.620705640663352,-0.972520027097621
0.49004469387580596,-0.47793915889366106,-1.0079153763612552,-0.12544345270787283,1.3351264226468473,0.08537607690003271,0.020770869665478725,-0.5795285541472096
1.8164937437714253,-0.03828281246518834,1.446639313853694,0.6652517094299386,-0.9134371622206967,0.3282661805712397,-0.5270375791598608,-0.9481105983330933
0.9320983759171954,1.0262975014903726,0.3668249326039622,-1.0761070901807581,0.5700049279982244,-1.088347771726519,1.3344313802406271,-1.0120902054570964
-2.952879992368933,-0.7327888436535895,-0.8762972411871308,2.17747261558287,0.6437033960870863,-1.2763674569560968,-0.8027576118182193,-0.8563586013363985
-0.3381598745704806,-0.45693230912722016,-0.9486298776651596,1.9656121483024052,-0.023686151336581564,1.0232127627508298,1.858025531413775,0.28798710754925916
1.0422295852498487,-0.42620611921320917,0.11940345285920297,-1.0972905107911382,0.3829908820833021,-0.0310128441292766,1.3012183794571008,0.3469925297974077
-1.0363440778138624,-1.452601207468847,0.03246169203076161,-1.1068377281870978,0.9543868855561852,0.8801145303481245,0.3392076429726133,1.4593818769869193
-1.124856785507532,1.1464375229182928,0.2716570916055705,0.09887101524073325,-0.16174859696784497,-0.5397543475401683,-0.3103522464386721,1.2878864635256726
-1.2185830117924665,-2.1820274615843767,0.8976096841809046,-0.20303143760063186,1.723591011884046,-0.4265007398891152,-0.43003937754202815,-0.6716604289782984
1.6049837714931414,-1.0287662389826038,-1.5777222861146452,-0.9210205053980836,-1.9394175506755904,-0.20710893517166754,0.07334983603569241,0.46776460442671314
-1.18791315345808,0.5976824463678713,-1.2940877025556714,2.098075249115186,0.9887791629949213,0.3210552911640505,1.6995371475209016,-2.3409129723783755
1.507827424349998,0.46751250573018693,0.3372990105228728,-1.9170595106810053,-0.46361985610069284,-0.6413317017977525,-0.09649614451408312,-0.6365331898070373
0.9730418483461409,-2.361231653834573,0.35908439299550493,-0.4254572754840458,0.542561323187596,-0.16403825951861178,-1.1251475018498578,0.23616448252890382
1.8050534117947121,1.9562486871186784,1.2270829060896928,-3.5949725301279414,-0.9861738644310036,-0.38556324314022683,-0.8831771477159104,-0.8756338049544171
0.2847722108898886,-0.48917166421397434,1.124837513059214,0.34041411367015706,-1.6833403175225687,-1.5576209458518513,0.23606646301161452,-0.3557202651568021
-1.1196610979472794,-1.039586688412976,0.8603558646795961,-1.1946306563386122,-0.046705547628968114,-0.03609103299457326,1.0856860877189392,0.2697287088178465
-1.5724714983341435,-0.07826949641119148,-0.08983128177867628,-0.2935877250776278,0.6083246205492675,1.7780007203275128,0.07578306167684863,-0.30580195796405196
0.6226744881708989,0.3021783106264984,1.0446487922963286,-1.557240233585016,-0.2229807824557192,-0.2999642809156362,0.561944663101997,0.24840673030716667
0.6443182618251979,0.40328813722711154,0.7853527140797267,-0.36841956172978974,0.3400309441546044,0.33162951801100704,-1.1394867188913587,-0.9611707581695689
-0.8870841596344249,-2.8461286747270105,1.5062593088468752,0.5291838390419258,0.8521978150112249,-0.5296725797444244,0.8993031985599054,-0.5736592581348882
0.12839006063137692,-0.5054204857053053,-0.4658747299005618,-0.45162131889076956,1.2724291588811976,0.046777767515374366,-0.7154068249694133,-0.18218169946053375
1.141311735170488,-0.9619875408260192,-0.3035435973725711,-2.9228262559938463,1.3545224490861183,0.3978252624397467,0.9815208844926474,-0.9889106680900377
-1.7131921608169614,-0.10167418984808918,-0.361558766397248,0.8490668478061748,1.4741002623170845,-0.09226803489705745,0.6671736034053616,-0.1744747063145679
0.049332965051231414,0.3461297186378481,0.7153317131044253,-0.4753112525105916,0.027186097412095826,-2.008874226456786,0.5751707165483128,-0.05102921531842098
1.5021936807732708,1.9190521663742588,1.2718899700920097,1.3846503694060552,-0.5056568349748444,0.18589679859271185,1.072643591120627,0.6031763403846485
-1.2476328146031923,0.9740651903357346,-0.5890237124067661,1.24325968754682,-0.5312101051327232,1.8419545097825039,-0.5420548403645123,-1.121676615566388
-1.4726847142302428,2.794275655948664,0.3748246555260392,0.5964005358177017,0.08031624918090038,2.2599243888374563,-0.9926783783437594,-0.04258973538971621
1.5849445511291256,1.4769259004091866,0.35166961256153434,-1.7825477792966191,-0.1941041599976633,-1.17875161820896,0.5300747325836819,0.4023550021520463
0.18361330379015917,1.0850036860340366,-0.6096406868546346,1.0609500992484113,0.04519665293099504,1.1861202646304339,1.0400027110572576,0.6854024646799687
-0.08002065456711938,0.37204101277974244,-0.501358777403852,-0.3601578362472188,-0.17658248353861827,-0.2979892461432052,-0.37114141123160865,-0.617554210434
0.16977864322401948,0.6914329197653849,1.6516252116500232,0.5751409389059083,-0.950452466569177,-1.1770200326943623,0.1561836092429719,-0.546076347401868
0.8028990641204612,1.6185470797130497,-0.27652103216578244,-2.1796542051035117,-0.7538906192457377,-0.516286915615192,-0.25248780448936126,0.3768973222959632
1.3062127128680423,0.9681621654161844,-1.3603615260424267,-1.7239450380630985,-0.52856880239207,-0.36882989618937595,0.8877844781480579,1.158518368112467
0.5311653203788037,0.2975039029954421,-0.0019963410245042515,-1.5450628370064705,-0.3653458791709722,0.38702246545912067,-0.4012038317394021,0.23452586150596075
-1.1210758921116106,-1.138594504419142,-1.165920936004874,1.9593996035506176,0.37857589479821274,-0.4329687930743484,-0.16226084379053987,-1.2313032459862168
0.7756506074736587,0.18166543790123618,-1.785367201842138,-0.9711512467120127,0.14661012955638023,0.5360994175196339,-0.8561977600697683,1.452041494839645
-0.2087187256983274,0.2496132547297225,0.11570653654891604,-1.4273835664685037,-0.9445100994750325,1.3398091911517103,-1.4411181397834876,-0.41563333287089255
0.37104373950874914,-0.8682513810059386,-0.313325859512626,-0.6059257163551617,-1.1711417105006487,-0.4997000018135966,1.6903423917304716,0.4318144146844886
0.9635541933007555,0.8058050457640099,-0.44635849314810383,-0.2674800860601455,-0.6278549744806079,-0.07249950130244541,-0.20955109680107722,-0.39497047714252764
-0.008421292910211764,-1.200381622101703,0.319401497873394,1.5460967297887247,-0.4633625407628016,-0.9579707158435452,-0.45140770011528125,1.1430105106377502
0.6431157849726368,-1.334771432968943,0.21155604440032402,1.0398899288553975,-1.0664562762752923,0.23621624584891684,1.145687757394827,0.4300083723980761
-0.18788460195529733,0.876924091810546,0.7109582376703072,2.171340263211773,1.042695882290187,-1.1685562374823664,-0.464351058067967,0.5943653675294588
1.4585311293907535,-1.0706374970850645,-0.5920452181576041,-2.227291032521443,0.13304935017060393,0.7073248179519293,0.9548011373411637,1.2504619254252938
-0.027146690892455583,1.814649277882658,0.28499021866597435,0.35888049673778183,0.37452355166843243,0.5309894733800499,-1.076927033944474,-0.17338056123733506
